Old URL,New URL,Action,Priority,Clicks,Impressions,CTR%,Position,Content Type,Comment
https://writeralpha.com/gemstone/sleeping-with-rose-quartz-under-pillow,/gemstones/rose-quartz/sleeping-with,UPDATE,MEDIUM,50,8912,0.6,28.5,sleeping-under-pillow,Moderate traffic. Update content freshness.
https://writeralpha.com/gemstone/can-opal-go-in-water,/gemstones/opal/can-go-in-water,UPDATE,MEDIUM,50,4430,1.1,29.7,can-go-in-water,Moderate traffic. Update content freshness.
https://writeralpha.com/gemstone/are-rocks-alive,/learn/are-rocks-alive,UPDATE,HIGH,49,50441,0.1,10.9,gem-other,"High impressions (50,441) but low clicks. Needs complete content upgrade."
https://writeralpha.com/gemstone/can-garnet-go-in-water,/gemstones/garnet/can-go-in-water,UPDATE,MEDIUM,46,5733,0.8,15.7,can-go-in-water,Moderate traffic. Update content freshness.
https://writeralpha.com/gemstone/can-malachite-go-in-water,/gemstones/malachite/can-go-in-water,UPDATE,MEDIUM,45,9967,0.5,16.1,can-go-in-water,Moderate traffic. Update content freshness.
https://writeralpha.com/business/tax-business-names,/business-names/tax,UPDATE,MEDIUM,45,4382,1.0,38.0,business-names,Moderate traffic. Update content freshness.
https://writeralpha.com/gemstone/can-red-jasper-go-in-water,/gemstones/red-jasper/can-go-in-water,UPDATE,MEDIUM,44,5029,0.9,18.0,can-go-in-water,Moderate traffic. Update content freshness.
https://writeralpha.com/gemstone/crystals-for-independence,/crystals/crystals-for-independence,UPDATE,MEDIUM,44,2383,1.9,36.3,crystals-for,Moderate traffic. Update content freshness.
https://writeralpha.com/gemstone/can-amazonite-go-in-water,/gemstones/amazonite/can-go-in-water,UPDATE,MEDIUM,43,4515,0.9,17.2,can-go-in-water,Moderate traffic. Update content freshness.
https://writeralpha.com/gemstone/crystals-for-nurses,/crystals/crystals-for-nurses,UPDATE,MEDIUM,43,1956,2.2,15.1,crystals-for,Moderate traffic. Update content freshness.
https://writeralpha.com/business/lucky-business-names-list,/business-names/lucky-list,UPDATE,MEDIUM,42,6627,0.6,37.1,business-names,Moderate traffic. Update content freshness.
https://writeralpha.com/business/art-business-names,/business-names/art,UPDATE,MEDIUM,40,18147,0.2,57.4,business-names,"High impressions (18,147) but low clicks. Needs complete content upgrade."
https://writeralpha.com/gemstone/can-flower-agate-go-in-water,/gemstones/flower-agate/can-go-in-water,UPDATE,MEDIUM,38,3327,1.1,32.3,can-go-in-water,Moderate traffic. Update content freshness.
https://writeralpha.com/gemstone/can-rose-quartz-go-in-water,/gemstones/rose-quartz/can-go-in-water,UPDATE,MEDIUM,37,12729,0.3,33.4,can-go-in-water,"High impressions (12,729) but low clicks. Needs complete content upgrade."
https://writeralpha.com/gemstone/can-selenite-go-in-water,/gemstones/selenite/can-go-in-water,UPDATE,MEDIUM,35,11495,0.3,31.6,can-go-in-water,"High impressions (11,495) but low clicks. Needs complete content upgrade."
https://writeralpha.com/gemstone/larvikite-meaning,/gemstones/larvikite/meaning,UPDATE,MEDIUM,34,6442,0.5,41.0,meaning,Moderate traffic. Update content freshness.
https://writeralpha.com/gemstone/sleeping-with-amethyst-under-pillow,/gemstones/amethyst/sleeping-with,UPDATE,MEDIUM,33,9752,0.3,28.2,sleeping-under-pillow,Moderate traffic. Update content freshness.
https://writeralpha.com/gemstone/green-aventurine-meaning-properties-benefits-uses,/gemstones/green-aventurine/meaning,UPDATE,MEDIUM,32,10613,0.3,75.7,meaning,"High impressions (10,613) but low clicks. Needs complete content upgrade."
https://writeralpha.com/business/notary-business-names,/business-names/notary,UPDATE,MEDIUM,32,5342,0.6,30.3,business-names,Moderate traffic. Update content freshness.
https://writeralpha.com/business/slime-business-names,/business-names/slime,UPDATE,MEDIUM,31,16527,0.2,25.9,business-names,"High impressions (16,527) but low clicks. Needs complete content upgrade."
https://writeralpha.com/gemstone/sun-safe-crystals,/learn/sun-safe-crystals,UPDATE,MEDIUM,31,5591,0.6,38.3,gem-other,Moderate traffic. Update content freshness.
https://writeralpha.com/gemstone/tree-agate-vs-moss-agate,/compare/tree-agate-vs-moss-agate,UPDATE,MEDIUM,31,5352,0.6,43.3,gem-other,Moderate traffic. Update content freshness.
https://writeralpha.com/gemstone/can-opalite-go-in-water,/gemstones/opalite/can-go-in-water,UPDATE,MEDIUM,31,5069,0.6,27.4,can-go-in-water,Moderate traffic. Update content freshness.
https://writeralpha.com/gemstone/how-to-identify-kimberlite,/learn/how-to-identify-kimberlite,UPDATE,MEDIUM,30,5336,0.6,29.1,how-to,Moderate traffic. Update content freshness.
https://writeralpha.com/gemstone/crazy-lace-agate,/gemstones/crazy-lace-agate,UPDATE,MEDIUM,30,4519,0.7,69.3,gem-other,Moderate traffic. Update content freshness.
https://writeralpha.com/business/body-sculpting-business-names,/business-names/body-sculpting,UPDATE,MEDIUM,30,2941,1.0,20.8,business-names,Moderate traffic. Update content freshness.
https://writeralpha.com/business/roofing-company-names,/business-names/roofing-company,UPDATE,MEDIUM,28,16911,0.2,54.0,business-names,"High impressions (16,911) but low clicks. Needs complete content upgrade."
https://writeralpha.com/business/bookkeeping-business-names,/business-names/bookkeeping,UPDATE,MEDIUM,28,12772,0.2,58.2,business-names,"High impressions (12,772) but low clicks. Needs complete content upgrade."
https://writeralpha.com/gemstone/can-amethyst-go-in-water,/gemstones/amethyst/can-go-in-water,UPDATE,MEDIUM,28,9950,0.3,29.8,can-go-in-water,Moderate traffic. Update content freshness.
https://writeralpha.com/business/pressure-washing-business-names,/business-names/pressure-washing,UPDATE,MEDIUM,28,9027,0.3,41.1,business-names,Moderate traffic. Update content freshness.
https://writeralpha.com/business/hair-business-names,/business-names/hair,UPDATE,MEDIUM,24,13159,0.2,54.3,business-names,"High impressions (13,159) but low clicks. Needs complete content upgrade."
https://writeralpha.com/gemstone/can-calcite-go-in-water,/gemstones/calcite/can-go-in-water,UPDATE,MEDIUM,24,2882,0.8,16.8,can-go-in-water,Moderate traffic. Update content freshness.
https://writeralpha.com/gemstone/white-agate-meaning,/gemstones/white-agate/meaning,UPDATE,MEDIUM,23,5901,0.4,48.8,meaning,Moderate traffic. Update content freshness.
https://writeralpha.com/gemstone/can-carnelian-go-in-water,/gemstones/carnelian/can-go-in-water,UPDATE,MEDIUM,23,4914,0.5,23.6,can-go-in-water,Moderate traffic. Update content freshness.
https://writeralpha.com/gemstone/can-sodalite-go-in-water,/gemstones/sodalite/can-go-in-water,UPDATE,MEDIUM,23,3623,0.6,19.0,can-go-in-water,Moderate traffic. Update content freshness.
https://writeralpha.com/gemstone/can-strawberry-quartz-go-in-water,/gemstones/strawberry-quartz/can-go-in-water,UPDATE,MEDIUM,22,1944,1.1,23.4,can-go-in-water,Moderate traffic. Update content freshness.
https://writeralpha.com/business/food-truck-names,/business-names/food-truck,UPDATE,HIGH,21,33509,0.1,63.2,business-names,"High impressions (33,509) but low clicks. Needs complete content upgrade."
https://writeralpha.com/business/babysitting-business-names,/business-names/babysitting,UPDATE,MEDIUM,21,14010,0.1,39.6,business-names,"High impressions (14,010) but low clicks. Needs complete content upgrade."
https://writeralpha.com/gemstone/can-clear-quartz-go-in-water,/gemstones/clear-quartz/can-go-in-water,UPDATE,MEDIUM,21,5245,0.4,30.0,can-go-in-water,Moderate traffic. Update content freshness.
https://writeralpha.com/gemstone/ruby-zoisite-meaning,/gemstones/ruby-zoisite/meaning,UPDATE,MEDIUM,21,5154,0.4,69.5,meaning,Moderate traffic. Update content freshness.
https://writeralpha.com/gemstone/can-moldavite-go-in-water,/gemstones/moldavite/can-go-in-water,UPDATE,MEDIUM,21,4590,0.5,25.3,can-go-in-water,Moderate traffic. Update content freshness.
https://writeralpha.com/business/ai-instagram-name-generator,/tools/instagram-name-generator,UPDATE,HIGH,20,23062,0.1,75.6,instagram,"High impressions (23,062) but low clicks. Needs complete content upgrade."
https://writeralpha.com/gemstone/can-rhodonite-go-in-water,/gemstones/rhodonite/can-go-in-water,UPDATE,MEDIUM,20,3093,0.7,17.1,can-go-in-water,Moderate traffic. Update content freshness.
https://writeralpha.com/business/virtual-assistant-business-names,/business-names/virtual-assistant,UPDATE,MEDIUM,19,11756,0.2,54.3,business-names,"High impressions (11,756) but low clicks. Needs complete content upgrade."
https://writeralpha.com/gemstone/can-tigers-eye-go-in-water,/gemstones/tigers-eye/can-go-in-water,KEEP,LOW,19,3624,0.5,22.0,can-go-in-water,Retain page. Minor optimization needed.
https://writeralpha.com/downloads/21-crystal-meaning-cards-high-quality-printable,/downloads/21-crystal-meaning-cards-high-quality-printable,KEEP,LOW,19,1502,1.3,32.4,other,Retain page. Minor optimization needed.
https://writeralpha.com/business/lip-gloss-business-names,/business-names/lip-gloss,UPDATE,MEDIUM,18,13105,0.1,47.6,business-names,"High impressions (13,105) but low clicks. Needs complete content upgrade."
https://writeralpha.com/gemstone/hematoid-quartz-meaning,/gemstones/hematoid-quartz/meaning,KEEP,LOW,16,3239,0.5,54.7,meaning,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/can-aquamarine-go-in-water,/gemstones/aquamarine/can-go-in-water,KEEP,LOW,16,2908,0.6,33.5,can-go-in-water,Retain page. Minor optimization needed.
https://writeralpha.com/business/esthetician-business-names,/business-names/esthetician,UPDATE,MEDIUM,15,16276,0.1,45.3,business-names,"High impressions (16,276) but low clicks. Needs complete content upgrade."
https://writeralpha.com/business/handyman-business-ideas,/start/handyman-business,KEEP,LOW,15,4853,0.3,72.3,biz-other,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/can-fluorite-go-in-water,/gemstones/fluorite/can-go-in-water,KEEP,LOW,15,2690,0.6,23.5,can-go-in-water,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/hematite-rings-meaning,/gemstones/hematite-rings/meaning,KEEP,MEDIUM,14,8061,0.2,51.5,meaning,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/best-crystals-for-connection-with-others,/crystals/best-crystals-for-connection-with-others,KEEP,LOW,14,1085,1.3,27.7,crystals-for,Retain page. Minor optimization needed.
https://writeralpha.com/business/boutique-names,/business-names/boutique,UPDATE,HIGH,13,43072,0.0,69.7,business-names,"High impressions (43,072) but low clicks. Needs complete content upgrade."
https://writeralpha.com/business/ai-business-name-generator,/tools/business-name-generator,KEEP,LOW,13,2879,0.5,77.0,biz-other,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/can-smoky-quartz-go-in-water,/gemstones/smoky-quartz/can-go-in-water,KEEP,LOW,13,2766,0.5,37.5,can-go-in-water,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/can-agate-go-in-water,/gemstones/agate/can-go-in-water,KEEP,LOW,11,3306,0.3,15.4,can-go-in-water,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/what-is-botswana-agate-everything-you-need-to-know-about-botswana-agate,/gemstones/botswana-agate,KEEP,LOW,11,2568,0.4,68.2,gem-other,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/blue-lace-agate-meaning,/gemstones/blue-lace-agate/meaning,KEEP,LOW,11,2259,0.5,81.3,meaning,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/lava-stone-meaning,/gemstones/lava-stone/meaning,KEEP,MEDIUM,10,7201,0.1,73.9,meaning,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/red-agate-meaning,/gemstones/red-agate/meaning,KEEP,MEDIUM,10,6299,0.2,60.3,meaning,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/can-blue-lace-agate-go-in-water,/gemstones/blue-lace-agate/can-go-in-water,KEEP,LOW,10,2097,0.5,29.6,can-go-in-water,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/purple-quartz-vs-amethyst,/compare/purple-quartz-vs-amethyst,KEEP,LOW,9,2914,0.3,47.7,gem-other,Retain page. Minor optimization needed.
https://writeralpha.com/business/candle-company-names,/business-names/candle-company,UPDATE,HIGH,8,32069,0.0,62.6,business-names,"High impressions (32,069) but low clicks. Needs complete content upgrade."
https://writeralpha.com/gemstone/moldavite-meaning,/gemstones/moldavite/meaning,KEEP,MEDIUM,8,9245,0.1,71.6,meaning,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/garden-quartz-meaning,/gemstones/garden-quartz/meaning,KEEP,LOW,8,3382,0.2,68.6,meaning,Retain page. Minor optimization needed.
https://writeralpha.com/business/taco-truck-names,/business-names/taco-truck,UPDATE,HIGH,7,27027,0.0,64.8,business-names,"High impressions (27,027) but low clicks. Needs complete content upgrade."
https://writeralpha.com/gemstone/larimar-meaning,/gemstones/larimar/meaning,UPDATE,MEDIUM,7,13183,0.1,76.2,meaning,"High impressions (13,183) but low clicks. Needs complete content upgrade."
https://writeralpha.com/gemstone/rose-quartz-meaning,/gemstones/rose-quartz/meaning,KEEP,MEDIUM,7,6628,0.1,76.8,meaning,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/yellow-calcite-meaning,/gemstones/yellow-calcite/meaning,KEEP,LOW,7,4413,0.2,59.1,meaning,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/can-moss-agate-go-in-water,/gemstones/moss-agate/can-go-in-water,KEEP,LOW,7,2379,0.3,24.4,can-go-in-water,Retain page. Minor optimization needed.
https://writeralpha.com/gemstone/grape-agate,/gemstones/grape-agate,KEEP,LOW,7,2333,0.3,50.0,gem-other,Retain page. Minor optimization needed.
https://writeralpha.com/business/lawn-care-business-names,/business-names/lawn-care,UPDATE,MEDIUM,6,17507,0.0,57.5,business-names,"High impressions (17,507) but low clicks. Needs complete content upgrade."
